Kode KBLI 2025,Judul KBLI 2025,Uraian KBLI 2025,Padanan KBLI 2020,Jenis Perubahan,Skala Usaha → Tingkat Risiko,Perizinan Berusaha,Jangka Waktu Penerbitan
23122,Industri Peralatan Laboratorium dan Kesehatan dari Kaca,"Kelompok ini mencakup kegiatan pembuatan berbagai macam peralatan laboratorium dan kesehatan dari kaca, termasuk alat laboratorium klinis yang pada umumnya untuk keperluan diagnosis seperti tabung uji untuk sampel biologis (darah, urin, dan saliva), serta alat laboratorium nonklinis dan kesehatan seperti botol serum/infus, ampul, tabung uji, tabung ukur, kaca sorong mikroskop, kuvet, dan desikator. Kelompok ini tidak mencakup peralatan laboratorium dari kaca yang tahan api pada suhu sangat tinggi, seperti labu distilasi, lihat kelompok 23919.","23122 - Industri Alat-alat Laboratorium Non Klinis, Farmasi Dan Kesehatan Dari Kaca
23124 - Industri Alat Laboratorium Klinis dari Kaca",Gabung Kode,"Usaha Mikro → Rendah
Usaha Mikro → Menengah Rendah
Usaha Kecil → Rendah
Usaha Kecil → Menengah Rendah
Usaha Menengah → Rendah
Usaha Menengah → Menengah Rendah
Usaha Besar → Menengah Tinggi
Usaha Besar → Tinggi","Izin
NIB
Sertifikat Standar","-
7 Hari"
23129,Industri Produk Lainnya dari Kaca,"Kelompok ini mencakup kegiatan pembuatan berbagai macam produk lainnya dari kaca yang belum tercakup dalam kelompok 23121 s.d. 23122, seperti tasbih, rosario, manik gelas, gelas enamel dan aquarium, serat kaca (fiberglass), termasuk produk-produk dari wol kaca dan nonwoven kaca, kaca jam dinding atau kaca arloji, kaca dan elemen optik yang tidak bekerja secara optis, barang kaca yang digunakan pada perhiasan imitasi, kaca isolasi dan perlengkapan isolasi kaca, serta produk dari kaca atau kristal lainnya, termasuk kegiatan pembuatan bahan bangunan dari kaca, seperti bata, ubin, genteng, paving block, dan sekat dinding.",23129 - Industri Barang Lainnya Dari Kaca,-,"Usaha Mikro → Rendah
Usaha Kecil → Rendah
Usaha Menengah → Rendah
Usaha Besar → Menengah Tinggi","NIB
Sertifikat Standar","-
7 Hari"
23911,"Industri Bata, Mortar, Semen, dan Sejenisnya yang Tahan Api","Kelompok ini mencakup kegiatan pembuatan berbagai macam bata tahan api, mortar tahan api dan semen tahan api, beton dan komposit sejenisnya yang tahan api, seperti alumina, silika, dan basa atau basic.","23911 - Industri Bata, Mortar, Semen, dan Sejenisnya yang Tahan Api",Tetap,"Usaha Mikro → Menengah Rendah
Usaha Kecil → Menengah Rendah
Usaha Menengah → Menengah Rendah
Usaha Besar → Menengah Tinggi",Sertifikat Standar,"-
7 Hari"
23919,Industri Produk Refraktori (Tahan Api) Lainnya,"Kelompok ini mencakup kegiatan pembuatan berbagai macam produk tahan api, selain bata tahan api, termasuk produk keramik penyekat panas dari tepung fosil siliceous; ubin dan balok refraktori; tabung kimia atau labu distilasi, wadah tempat melebur logam, penyaring, tabung, pipa dan sebagainya; produk antara tahan api dari mineral nonlogam yang ditambang atau digali, seperti kerikil, batu, atau tanah liat, dan barang refraktori yang mengandung magnesit, dolomit, atau kromit.",23919 - Industri Barang Tahan Api Dari Tanah Liat/Keramik Lainnya,-,-,-,-
23921,Industri Batu Bata dari Tanah Liat atau Keramik,"Kelompok ini mencakup kegiatan pembuatan berbagai macam batu bata, seperti bata pres, bata berongga, bata hiasan, bata bukan pres, dan bata lubang, termasuk juga pembuatan semen merah dan kerikil tanah liat.",23921 - Industri Batu Bata Dari Tanah Liat/Keramik,-,-,-,-
23922,Industri Genteng dari Tanah Liat atau Keramik,"Kelompok ini mencakup kegiatan pembuatan berbagai macam genteng tanah liat atau keramik, seperti genteng pres, genteng biasa, genteng kodok, dan genteng yang diglazur.",23922 - Industri Genteng Dari Tanah Liat/Keramik,-,-,-,-
23929,Industri Bahan Bangunan Lainnya dari Tanah Liat atau Keramik,"Kelompok ini mencakup kegiatan pembuatan produk dari tanah liat atau keramik untuk keperluan bahan bangunan bukan batu bata dan genteng, seperti saluran air, ubin, lubang angin, dan buis (cincin untuk sumur), termasuk tungku keramik atau ubin dinding nonrefraktori, kubus mosaik dan sebagainya, paving atau ubin keramik nonrefraktori, ubin untuk atap, cerobong asap, pipa, saluran keramik dan sebagainya, dan balok lantai dari tanah liat yang dibakar. Kelompok ini tidak mencakup kegiatan pembuatan peralatan sanitasi dari tanah liat atau porselen, lihat kelompok 23934 dan 23935.",23929 - Industri Bahan Bangunan Dari Tanah Liat/Keramik Bukan Batu Bata Dan Genteng,-,-,-,-
23931,Industri Perlengkapan Rumah Tangga dari Porselen,"Kelompok ini mencakup kegiatan pembuatan berbagai macam perlengkapan rumah tangga dari porselen, seperti piring, tatakan, cangkir, mangkuk, teko, kendi, sendok, asbak, barang toilet, serta stoples dan produk sejenis yang digunakan untuk pengangkutan atau pengemasan barang, termasuk juga kegiatan pembuatan barang pajangan dari porselen, seperti arca atau patung dan produk keramik ornamental lainnya, tempat bunga, kotak rokok, dan guci. Kelompok ini tidak mencakup pembuatan berbagai macam produk perlengkapan sanitasi dari porselen, lihat kelompok 23934.",23931 - Industri Perlengkapan Rumah Tangga Dari Porselen,Tetap,"Usaha Mikro → Menengah Rendah
Usaha Kecil → Menengah Rendah
Usaha Menengah → Menengah Rendah
Usaha Besar → Menengah Tinggi",Sertifikat Standar,"-
7 Hari"
23932,Industri Perlengkapan Rumah Tangga dari Tanah Liat atau Keramik,"Kelompok ini mencakup kegiatan pembuatan berbagai macam produk dari tanah liat atau keramik untuk perlengkapan rumah tangga, pajangan/hiasan dan sejenisnya, seperti piring, cangkir, mangkuk, kendi, teko, periuk, tempayan, patung, vas bunga, tempat sirih, kotak sigaret, celengan, produk keramik teknis (seperti isolator, fiting isolasi, dan magnet permanen), serta stoples dan produk sejenis yang digunakan untuk pengangkutan atau pengemasan barang.",23932 - Industri Perlengkapan Rumah Tangga Dari Tanah Liat/Keramik,-,-,-,-
23933,Industri Alat Laboratorium dan Alat Listrik atau Teknik dari Porselen,"Kelompok ini mencakup kegiatan pembuatan berbagai macam alat laboratorium, listrik dan teknik, serta perlengkapan dari porselen, seperti lumpang dan alu, piring penapis, tabung kimia, botol/guci, cawan, rumah sekering, insulator, isolator tegangan rendah, dan isolator tegangan tinggi, termasuk magnet ferit dan keramik, dan produk keramik untuk laboratorium, kimia, dan industri.",23933 - Industri Alat Laboratorium Dan Alat Listrik/Teknik Dari Porselen,-,-,-,-
23934,Industri Peralatan Sanitasi dari Porselen,"Kelompok ini mencakup kegiatan pembuatan berbagai macam peralatan sanitasi dari porselen, seperti kloset, bidet, wastafel, urinoir, bak cuci, dan bak mandi.",23923 - Industri Peralatan Saniter Dari Porselen,Recoding/Pindah Kode,"Usaha Mikro → Rendah
Usaha Kecil → Rendah
Usaha Menengah → Rendah
Usaha Besar → Menengah Tinggi","NIB
Sertifikat Standar","-
7 Hari"
23935,Industri Peralatan Sanitasi dari Tanah Liat atau Keramik,"Kelompok ini mencakup kegiatan pembuatan berbagai macam peralatan sanitasi dari tanah liat atau keramik, seperti kloset, bidet, wastafel, urinoir, bak cuci, dan bak mandi.",23923 - Industri Peralatan Saniter Dari Porselen,Recoding/Pindah Kode,"Usaha Mikro → Rendah
Usaha Kecil → Rendah
Usaha Menengah → Rendah
Usaha Besar → Menengah Tinggi","NIB
Sertifikat Standar","-
7 Hari"
23939,Industri Produk Bukan Bahan Bangunan Lainnya dari Tanah Liat atau Keramik dan Porselen,"Kelompok ini mencakup kegiatan pembuatan berbagai macam produk dari tanah liat ataukeramik dan porselen lainnya bukan bahan bangunan yang belum tercakup dalam kelompok 23931 s.d. 23935, termasuk furnitur keramik dan produk-produk keramik lainnya yang tidak diklasifikasikan di tempat lain.",23939 - Industri Barang Tanah Liat/Keramik dan Porselen Lainnya Bukan Bahan Bangunan,-,-,-,-
23941,Industri Semen,"Kelompok ini mencakup kegiatan pembuatan berbagai macam semen (semen hidrolik dan arang atau kerak besi), seperti portland, natural, semen mengandung alumunium, semen terak, semen superfosfat, dan jenis semen lainnya.",23941 - Industri Semen,Tetap,"Usaha Mikro → Menengah Tinggi
Usaha Kecil → Menengah Tinggi
Usaha Menengah → Menengah Tinggi
Usaha Besar → Menengah Tinggi",Sertifikat Standar,7 Hari
23942,Industri Kapur,"Kelompok ini mencakup kegiatan pembuatan berbagai macam kapur dari batu kapur, seperti kapur tohor, kapur tembok, dan kapur lepaan, termasuk kapur slaked lime dan kapur hidrolik.",23942 - Industri Kapur,Tetap,"Usaha Mikro → Rendah
Usaha Kecil → Rendah
Usaha Menengah → Rendah
Usaha Besar → Menengah Tinggi","NIB
Sertifikat Standar","-
7 Hari"
23943,Industri Gips,"Kelompok ini mencakup kegiatan pembuatan gips, yang terbentuk dari gipsum kalsinasi (calcined gypsum) atau kalsium sulfat, termasuk dolomit kalsinasi (calcined dolomite).",23943 - Industri Gips,Tetap,"Usaha Mikro → Rendah
Usaha Kecil → Rendah
Usaha Menengah → Rendah
Usaha Besar → Menengah Tinggi","NIB
Sertifikat Standar","-
7 Hari"
23951,Industri Barang dari Semen,"Kelompok ini mencakup kegiatan pembuatan berbagai macam barang dari semen sebagai penyusun utamanya, termasuk yang dicampur dengan bahan mineral lainnya dan/atau bahan berserat (seperti serat tumbuhan), yang digunakan untuk: - keperluan dekorasi, seperti: patung, pot kembang, guci, furnitur, relief gambar timbul, produk reservoir, palung atau bak, kolam, bak cuci piring, dan rangka jendela, dan lain-lain; - keperluan bahan bangunan, seperti ubin; bata; batako; beton aerasi autoklaf; paving blok; lembaran; panel; ventilasi dari semen; lembaran/papan semen gelombang berserat tidak mengandung asbes; lembaran/papan semen rata berserat tidak mengandung asbes; pipa semen berserat bertekanan tidak mengandung asbes; lembaran/papan semen berserat berlapis; lembaran/papan rata kalsium silikat; dan sebagainya; - keperluan konstruksi, baik struktural maupun nonstruktural yang diaplikasikan untuk jalan dan jembatan; bangunan perumahan dan gedung; dan bangunan air, seperti tiang listrik beton; tiang pancang penampang bulat berongga prategang (spun pile); tiang pancang penampang segi empat (square pile); turap beton prategang untuk sistem penahan tanah (sheet pile); girder; box culvert dan tutupnya; pipa beton; komponen balok, kolom, dan dinding; dan sebagainya.","23951 - Industri Barang Dari Semen
23953 - Industri Barang Dari Semen Dan Kapur Untuk Konstruksi
23959 - Industri Barang Dari Semen, Kapur, Gips dan Asbes Lainnya",Tetap,"Usaha Mikro → Rendah
Usaha Kecil → Rendah
Usaha Menengah → Rendah
Usaha Besar → Menengah Tinggi","NIB
Sertifikat Standar","-
7 Hari"
23952,Industri Barang dari Kapur,"Kelompok ini mencakup kegiatan pembuatan herbagai macam barang dari kapur sebagai bahan penyusun utamanya, seperti kapur tulis, kapur gambar, dan dempul.","23952 - Industri Barang Dari Kapur
23953 - Industri Barang Dari Semen Dan Kapur Untuk Konstruksi
23959 - Industri Barang Dari Semen, Kapur, Gips dan Asbes Lainnya",Tetap,"Usaha Mikro → Rendah
Usaha Kecil → Rendah
Usaha Menengah → Rendah
Usaha Besar → Menengah Tinggi","NIB
Sertifikat Standar","-
7 Hari"
23953,Industri Barang dari Gips,"Kelompok ini mencakup kegiatan pembuatan berbagai macam barang dari gips, seperti papan, lembaran, panel, dan lain-lain untuk keperluan konstruksi. Kelompok ini juga mencakup pembuatan barang dari gips untuk keperluan bahan bangunan dari substansi tumbuh-tumbuhan, seperti wol kayu, alang-alang, dan jerami, yang disatukan plester gips.","23954 - Industri Barang dari Gips Untuk Konstruksi
23959 - Industri Barang Dari Semen, Kapur, Gips dan Asbes Lainnya",Recoding/Pindah Kode,"Usaha Mikro → Rendah
Usaha Kecil → Rendah
Usaha Menengah → Rendah
Usaha Besar → Menengah Tinggi","NIB
Sertifikat Standar","-
7 Hari"
23954,Industri Barang dari Asbes,"Kelompok ini mencakup kegiatan pembuatan berbagai macam barang yang mengandung asbes untuk berbagai keperluan bahan bangunan seperti papan serat asbes gelombang, papan serat asbes rata, pipa asbes bertekanan dan asbes berlapis, termasuk untuk keperluan industri.","23955 - Industri Barang Dari Asbes Untuk Keperluan Bahan Bangunan
23956 - Industri Barang Dari Asbes Untuk Keperluan Industri
23959 - Industri Barang Dari Semen, Kapur, Gips dan Asbes Lainnya",Gabung Kode,"Usaha Mikro → Rendah
Usaha Mikro → Menengah Tinggi
Usaha Kecil → Rendah
Usaha Kecil → Menengah Tinggi
Usaha Menengah → Rendah
Usaha Menengah → Menengah Tinggi
Usaha Besar → Menengah Tinggi","NIB
Sertifikat Standar","-
7 Hari"
23955,"Industri Mortar, Acian, dan Beton Siap Pakai","Kelompok ini mencakup kegiatan pembuatan mortar nonrefraktori (tidak tahan api), atau beton siap pakai, seperti dry mixed mortar, ready mixed concrete, dry mixed concrete, plester acian, acian putih, dan acian abu.","23957 - Industri Mortar atau Beton Siap Pakai
23959 - Industri Barang Dari Semen, Kapur, Gips dan Asbes Lainnya",Recoding/Pindah Kode,"Usaha Mikro → Rendah
Usaha Mikro → Menengah Rendah
Usaha Kecil → Rendah
Usaha Kecil → Menengah Rendah
Usaha Menengah → Rendah
Usaha Menengah → Menengah Rendah
Usaha Besar → Menengah Tinggi","NIB
Sertifikat Standar","-
7 Hari"
23961,Industri Barang dari Batu Marmer,"Kelompok ini mencakup kegiatan pembuatan berbagai macam barang dari batu marmer untuk: - keperluan rumah tangga dan pajangan, seperti daun meja, ornamen, dan patung dari marmer; - keperluan bahan bangunan, seperti ubin dan bak mandi dari marmer; serta - keperluan furnitur, seperti meja dan kursi dari marmer.","23961 - Industri Barang Dari Marmer Dan Granit Untuk Keperluan Rumah Tangga Dan Pajangan
23962 - Industri Barang Dari Marmer Dan Granit Untuk Keperluan Bahan Bangunan
23969 - Industri Barang Dari Marmer, Granit Dan Batu Lainnya",-,"Usaha Mikro → Rendah
Usaha Mikro → Menengah Rendah
Usaha Kecil → Rendah
Usaha Kecil → Menengah Rendah
Usaha Menengah → Rendah
Usaha Menengah → Menengah Rendah
Usaha Besar → Menengah Tinggi","NIB
Sertifikat Standar","-
7 Hari"
23962,Industri Barang dari Batu Granit,"Kelompok ini mencakup kegiatan pembuatan berbagai macam barang dari batu granit untuk: - keperluan rumah tangga dan pajangan, seperti daun meja, ornamen, dan patung dari granit; - keperluan bahan bangunan, seperti ubin dan bak mandi dari granit; serta - keperluan furnitur, seperti meja dan kursi dari granit.","23961 - Industri Barang Dari Marmer Dan Granit Untuk Keperluan Rumah Tangga Dan Pajangan
23962 - Industri Barang Dari Marmer Dan Granit Untuk Keperluan Bahan Bangunan
23969 - Industri Barang Dari Marmer, Granit Dan Batu Lainnya",-,"Usaha Mikro → Rendah
Usaha Mikro → Menengah Rendah
Usaha Kecil → Rendah
Usaha Kecil → Menengah Rendah
Usaha Menengah → Rendah
Usaha Menengah → Menengah Rendah
Usaha Besar → Menengah Tinggi","NIB
Sertifikat Standar","-
7 Hari"
23969,Industri Barang dari Batu Lainnya,"Kelompok ini mencakup kegiatan pembuatan berbagai macam barang dari batu selain marmer dan granit untuk keperluan furnitur, rumah tangga, pajangan, dan bahan bangunan, seperti meja, lumpang, cobek, batu pipisan, batu asah, batu lempengan, batu pecah- pecahan, abu batu, dan kubus mosaik, termasuk juga pembuatan batu monumen dan ornamen batu selain dari marmer dan granit.","23963 - Industri Barang Dari Batu Untuk Keperluan Rumah Tangga, Pajangan, dan Bahan Bangunan
23969 - Industri Barang Dari Marmer, Granit Dan Batu Lainnya",Gabung Kode,"Usaha Mikro → Rendah
Usaha Kecil → Rendah
Usaha Menengah → Rendah
Usaha Besar → Menengah Tinggi","NIB
Sertifikat Standar","-
7 Hari"
23991,Industri Produk Abrasif,"Kelompok ini mencakup kegiatan pembuatan bubuk atau butiran abrasif alami/buatan, pada basis bahan kain, kertas, atau bahan lainnya, yang dipotong, disambung, tanpa bingkai, atau dibuat dengan cara lain, termasuk juga pembuatan produk abrasif, seperti ampelas (coated abrasives); gerinda (bonded abrasives); dan batu abrasif alami atau buatan sebagai pengikis, pengasah, pemotong, penggiling, dan/atau pengilap.",23990 - Industri Barang Galian Bukan Logam Lainnya YTDL,Recoding/Pindah Kode,"Usaha Mikro → Rendah
Usaha Kecil → Rendah
Usaha Menengah → Rendah
Usaha Besar → Tinggi","Izin
NIB","-
7 Hari"
23992,Industri Batuan Aspal dan Barang dari Aspal atau Material Sejenis,"Kelompok ini mencakup kegiatan pengolahan, dan/atau pemurnian batuan aspal, seperti aspal buton dan barang turunan dari batuan aspal atau material sejenisnya. Kelompok ini tidak mencakup produk dari hasil kilang minyak bumi, seperti aspal atau ter, bitumen, dan lilin, lihat kelompok 19100 atau kelompok 19209.",23990 - Industri Barang Galian Bukan Logam Lainnya YTDL,Recoding/Pindah Kode,"Usaha Mikro → Rendah
Usaha Kecil → Rendah
Usaha Menengah → Rendah
Usaha Besar → Tinggi","Izin
NIB","-
7 Hari"
23993,Industri Produk Hasil Pemurnian Mineral Nonlogam,"Kelompok ini mencakup kegiatan pembuatan produk melalui proses pemurnian, peleburan, reduksi langsung atau proses metalurgi, dan proses kimia lainnya dari mineral nonlogam atau turunannya yang menghasilkan produk dengan sifat fisika dan kimia yang berbeda, baik dalam bentuk bongkahan, bubuk, butiran, ingot, pelet, batang, kawat, cakram, maupun bentuk lainnya. Contoh produk dari kegiatan ini adalah silikon kelas metalurgi (silicon metal), polisilikon, dan ingot silikon.",23990 - Industri Barang Galian Bukan Logam Lainnya YTDL,Recoding/Pindah Kode,"Usaha Mikro → Rendah
Usaha Kecil → Rendah
Usaha Menengah → Rendah
Usaha Besar → Tinggi","Izin
NIB","-
7 Hari"
23999,Industri Produk Mineral Nonlogam Lainnya YTDL,"Kelompok ini mencakup kegiatan pembuatan berbagai macam produk mineral nonlogam lainnya yang tidak diklasifikasikan di tempat lain, seperti tepung kaolin, kalsinasi kaolin, tepung gips, dan tepung talk serta pengeringan dan penggilingan tanah liat menjadi bubuk tanah liat, termasuk juga kegiatan pembuatan batu korek api (lighter flint); bahan friksi dan barang tak berbingkai dengan bahan pokok substansi mineral atau selulosa; bahan penyekat dari mineral, seperti wol terak, wol batu dan jenis wol lainnya; vermikulit tereksfoliasi (exfoliated vermiculate), tanah liat yang dikembangkan dan sejenis penyekat dengan panas, bahan penyerap suara; barang dari berbagai substansi mineral, seperti mika dan barang dari mika, barang dari tanah gambut (peat) sebagai bahan pembakar; korundum buatan; karbon dan serat karbon (kecuali kain dari serat karbon), grafit dan produk dari grafit, seperti bahan baku anoda dalam bentuk pasta atau bubuk; serta serat grafit dan produk turunannya (kecuali elektroda dan peralatan elektrik). Kelompok ini tidak mencakup kegiatan pemurnian produk mineral nonlogam, lihat kelompok 23993.",23990 - Industri Barang Galian Bukan Logam Lainnya YTDL,Recoding/Pindah Kode,"Usaha Mikro → Rendah
Usaha Kecil → Rendah
Usaha Menengah → Rendah
Usaha Besar → Tinggi","Izin
NIB","-
7 Hari"
